충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
완도군청 소안면사무소,전라남도 완도군 소안면 비자2길 38-3 소안면사무소,전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 소안면 비자2길 38-3, 소안면사무소",,,,34.174864,126.650968,2020-08-01,4990000,전라남도 완도군
완도군청 금당면사무소,전라남도 완도군 금당면 금당로 50-1 완도군청 금당면사무소 주차장,전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 금당면 금당로 50-1, 완도군청 금당면사무소",,,,34.429929,127.071198,2020-08-01,4990000,전라남도 완도군
완도군청 금당면사무소,전라남도 완도군 금당면 금당로 50-1 완도군청 금당면사무소 주차장,전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 금당면 금당로 50-1, 완도군청 금당면사무소",,,,34.429929,127.071198,2020-08-01,4990000,전라남도 완도군
완도군청 약산면사무소,전라남도 완도군 약산면 약산로 367 약산면사무소 주차장,전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 약산면 약산로 367, 약산면사무소",,,,34.393687,126.8981623,2020-08-01,4990000,전라남도 완도군
완도군청 약산면사무소,전라남도 완도군 약산면 약산로 367 약산면사무소 주차장,전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 약산면 약산로 367, 약산면사무소",,,,34.393687,126.8981623,2020-08-01,4990000,전라남도 완도군
완도군상하수도사업소,전라남도 완도군 완도읍 농공단지7길 44 완도군상하수도사업소,전라남도,연중무휴,09:00,18:00,Y,N,,,,N,전라남도 완도군 완도읍 농공단지7길 44,,,,34.33475673,126.7377193,2020-08-01,4990000,전라남도 완도군
완도지사,전라남도 완도군 완도읍 개포로62번길 6,전라남도,연중무휴,06:00,23:00,Y,N,,,,N,전라남도 완도군 완도읍 개포로62번길 6,,,,34.316804,126.746245,2020-08-01,4990000,전라남도 완도군
완도우성팰리스힐아파트,전라남도 완도군 완도읍 해변공원로 150 (가용리 우성펠리스힐),전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 완도읍 해변공원로 150,,,,34.32634058,126.749517,2020-08-01,4990000,전라남도 완도군
완도군청,"전라남도 완도군 완도읍 청해진남로 51 (군내리, 완도군청)",전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 완도읍 청해진남로 51, 완도군청",,,,34.31097244,126.7549613,2020-08-01,4990000,전라남도 완도군
완도군청,"전라남도 완도군 완도읍 청해진남로 51 (군내리, 완도군청)",전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 완도읍 청해진남로 51, 완도군청",,,,34.31097244,126.7549613,2020-08-01,4990000,전라남도 완도군
완도의료원,"전라남도 완도군 완도읍 농공단지길 34 (죽청리, 완도보건의료원)",전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 완도읍 농공단지길 34, 완도보건의료원",,,,34.33582329,126.731307,2020-08-01,4990000,전라남도 완도군
완도의료원,"전라남도 완도군 완도읍 농공단지길 34 (죽청리, 완도보건의료원)",전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 완도읍 농공단지길 34, 완도보건의료원",,,,34.33582329,126.731307,2020-08-01,4990000,전라남도 완도군
청산면사무소,"전라남도 완도군 청산면 도청4길 19-3 (도청리, 청산면사무소)",전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 청산면 도청4길 19-3, 청산면사무소",,,,34.17989511,126.858965,2020-08-01,4990000,전라남도 완도군
노화넙도보건소,"전라남도 완도군 노화읍 넙도길 294-45 (내리, 넙도보건진료소)",전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 노화읍 넙도길 294-45, 넙도보건진료소",,,,34.18870509,126.504852,2020-08-01,4990000,전라남도 완도군
생일면사무소,"전라남도 완도군 생일면 생일로 582 (유서리, 생일면사무소)",전라남도,연중무휴,00:00,00:00,Y,N,,,,N,"전라남도 완도군 생일면 생일로 582, 생일면사무소",,,,34.33302557,126.9973709,2020-08-01,4990000,전라남도 완도군
완도보길면사무소,전라남도 완도군 보길면 보길동로 24-1 (부황리),전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 보길면 보길동로 24-1,,,,34.169269,126.565452,2020-08-01,4990000,전라남도 완도군
한국자산관리공사 원주지사,주차장,강원도,연중무휴,00:00,00:00,Y,N,,1,0,N,강원도 원주시 서원대로 149,강원도 원주시 단계동 875,한국전기차충전서비스,,37.3447758,127.9285665,2020-09-28,4190000,강원도 원주시
원주시청,주차장,강원도,주중,09:00,18:00,Y,N,,1,0,N,"강원도 원주시 시청로 1 지상1층, 지하1층","강원도 원주시 무실동 1 지상1층, 지하1층",대영채비,,37.3416431,127.919326,2020-09-28,4190000,강원도 원주시
원주시청,주차장,강원도,주중,09:00,18:00,Y,N,,1,0,N,"강원도 원주시 시청로 1 지상1층, 지하1층","강원도 원주시 무실동 1 지상1층, 지하1층",대영채비,,37.3416431,127.919326,2020-09-28,4190000,강원도 원주시
원주시청,주차장,강원도,주중,09:00,18:00,Y,N,,1,0,N,"강원도 원주시 시청로 1 지상1층, 지하1층","강원도 원주시 무실동 1 지상1층, 지하1층",대영채비,,37.3416431,127.919326,2020-09-28,4190000,강원도 원주시
고흥 만남의광장 전기차충전소,전라남도 고흥군 동강면 한천리 334-3,전라남도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,전라남도 고흥군 동강면 고흥로 4797,전라남도 고흥군 동강면 한천리 334-3,한국전력공사,061-830-1233,34.8236996047,127.3453703715,2020-09-29,4880000,전라남도 고흥군
신안군청 민원인주차장 충전소,후면주차장,전라남도,연중무휴,00:00,24:00,N,Y,DC콤보,,1,N,전라남도 신안군 압해읍 천사로 1004,전라남도 신안군 압해읍 신장리 462-10,환경부,1661-9408,34.8336021815,126.3514252878,2020-09-28,5010000,전라남도 신안군
신안군청 민원인주차장 충전소,전면주차장,전라남도,연중무휴,00:00,24:00,Y,N,"B타입,C타입",3,,N,전라남도 신안군 압해읍 천사로 1004,전라남도 신안군 압해읍 신장리 462-10,씨어스,1522-2640,34.8336021815,126.3514252878,2020-09-28,5010000,전라남도 신안군
압해읍사무소 충전소,압해읍사무소 주차장,전라남도,연중무휴,00:00,24:00,N,Y,"AC3상,DC차데모,DC콤보",,1,N,전라남도 신안군 압해읍 압해로 882,전라남도 신안군 압해읍 학교리 585-1,환경부,1661-9408,34.8655604385,126.3125213317,2020-09-28,5010000,전라남도 신안군
빅토르투자개발,주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,4,0,N,제주특별자치도 서귀포시 516로277번길 45,,KT,1522-0123,33.2793461,126.5814377,2020-06-30,6500000,제주특별자치도
지도읍사무소 충전소,지도읍사무소 주차장,전라남도,연중무휴,09:00,18:00,Y,N,AC완속,1,,N,전라남도 신안군 지도읍 읍내길 67-5,전라남도 신안군 지도읍 읍내리 175,한국전기차충전서비스,1522-1782,35.0612801819,126.2075459064,2020-09-28,5010000,전라남도 신안군
지도보건지소 충전소,지도보건지소 주차장,전라남도,연중무휴,00:00,24:00,N,Y,DC콤보,,1,N,전라남도 신안군 지도읍 지도증도로 9-1,전라남도 신안군 지도읍 읍내리 351,환경부,1661-9408,35.057143,126.2053652024,2020-09-28,5010000,전라남도 신안군
증도면사무소 충전소,증도면사무도 주차장,전라남도,연중무휴,09:00,18:00,Y,N,AC완속,1,,N,전라남도 신안군 증도면 문준경길 188,전라남도 신안군 증도면 증동리 1756-1,한국전기차충전서비스,1522-1782,35.002812,126.1396436105,2020-09-28,5010000,전라남도 신안군
신안갯벌센터 충전소,신안갯벌센터 주차장,전라남도,연중무휴,00:00,24:00,Y,N,초소형전기차 콘센트,5,,N,전라남도 신안군 증도면 지도증도로 1766-4,전라남도 신안군 증도면 우전리 77,지역경제과,061-271-1004,34.9644877787,126.1364460129,2020-09-28,5010000,전라남도 신안군
자은면사무소 충전소,자은면사무소 주차장,전라남도,연중무휴,00:00,24:00,N,Y,DC콤보,,1,N,전라남도 신안군 자은면 구영1길 8,전라남도 신안군 자은면 구영리 386-2,환경부,1661-9408,34.884649,126.047606,2020-09-28,5010000,전라남도 신안군
신안국민체육센터 충전소,신안국민체육센터 주차장,전라남도,연중무휴,00:00,24:00,N,Y,DC콤보,,1,N,전라남도 신안군 암태면 장단고길 7-52,전라남도 신안군 암태면 단고리 967,환경부,1661-9408,34.8270015707,126.1110542422,2020-09-28,5010000,전라남도 신안군
한국전력공사 신안지사 충전소,한국전력공사 주차장,전라남도,연중무휴,06:00,23:00,N,Y,"AC3상,DC차데모,DC콤보",,1,N,전라남도 신안군 안좌면 안좌동부길 836,전라남도 신안군 안좌면 읍동리 1105,한국전력,061-260-6233,34.754774,126.125828,2020-09-28,5010000,전라남도 신안군
안좌119안전센터 충전소,지상주차장,전라남도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,전라남도 신안군 안좌면 중부로 884,전라남도 신안군 안좌면 읍동리 1187-1,지엔텔,1544-4279,34.757219,126.124017,2020-09-28,5010000,전라남도 신안군
지도119안전센터 충전소,지상주차장,전라남도,연중무휴,00:00,24:00,Y,N,AC완속,1,,N,전라남도 신안군 지도읍 해제지도로 1304,전라남도 신안군 지도읍 읍내리 168-57,지엔텔,1544-4279,35.0588619663,126.204915,2020-09-28,5010000,전라남도 신안군
청산면사무소,"전라남도 완도군 청산면 도청4길 19-3 , 청산면사무소 주차장(도청리 1132-1)",전라남도,연중무휴,00:00,00:00,N,Y,,,,N,전라남도 완도군 청산면 도청4길 19-3,,,,34.17989511,126.858965,2020-08-01,4990000,전라남도 완도군
농어민문화체육센터,전라남도 완도군 완도읍 개포로 111 (개포로 111),전라남도,연중무휴,00:00,00:00,N,Y,,,,N,전라남도 완도군 완도읍 개포로 111,,,,34.31667144,126.7416714,2020-08-01,4990000,전라남도 완도군
해남소방서 고금 119안전센터,전라남도 완도군 고금면 고금동로 266 해남소방서 고금119지역대(세동리 1072-11),전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 고금면 고금동로 266,,,,34.402879,126.825314,2020-08-01,4990000,전라남도 완도군
해남소방서 고금 119안전센터,전라남도 완도군 고금면 고금동로 266 해남소방서 고금119지역대(세동리 1072-11),전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 고금면 고금동로 266,,,,34.402879,126.825314,2020-08-01,4990000,전라남도 완도군
해남소방서 완도 119안전센터,전라남도 완도군 완도읍 장보고대로 103 1층 지상 주차장(가용리 9-9),전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 완도읍 장보고대로 103,,,,34.32471429,126.7419823,2020-08-01,4990000,전라남도 완도군
해남소방서 완도 119안전센터,전라남도 완도군 완도읍 장보고대로 103 1층 지상 주차장(가용리 9-9),전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 완도읍 장보고대로 103,,,,34.32471429,126.7419823,2020-08-01,4990000,전라남도 완도군
완도 해양경찰서,전라남도 완도군 완도읍 중앙길 93 완도해양경찰서(군내리 145-1),전라남도,연중무휴,09:00,18:00,Y,N,,,,N,"전라남도 완도군 완도읍 중앙길 93, 완도해양경찰서",,,,34.30825252,126.7614641,2020-08-01,4990000,전라남도 완도군
완도 해양경찰서,전라남도 완도군 완도읍 중앙길 93 완도해양경찰서(군내리 145-1),전라남도,연중무휴,09:00,18:00,Y,N,,,,N,"전라남도 완도군 완도읍 중앙길 93, 완도해양경찰서",,,,34.30825252,126.7614641,2020-08-01,4990000,전라남도 완도군
완도군청 군외면사무소,전라남도 완도군 군외면 청해진서로 2148,전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 군외면 청해진서로 2148,,,,34.389359,126.6474857,2020-08-01,4990000,전라남도 완도군
완도군청 군외면사무소,전라남도 완도군 군외면 청해진서로 2148,전라남도,연중무휴,00:00,00:00,Y,N,,,,N,전라남도 완도군 군외면 청해진서로 2148,,,,34.389359,126.6474857,2020-08-01,4990000,전라남도 완도군
단양휴게소(부산방향),외부주차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,2,N,충청북도 단양군 적성면 기동2길 32-37,충청북도 단양군 적성면 기동리 산74-1,한국자동차환경협회,1661-9408,36.99535351,128.2876102,2020-04-03,4480000,충청북도 단양군
단양휴게소(춘천방향),외부자차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,2,N,충청북도 단양군 단성면 하방3길 100,충청북도 단양군 단성면 하방리 56,한국자동차환경협회,1661-9408,36.94278941,128.3222283,2020-04-03,4480000,충청북도 단양군
월악산국립공원단양분소,외부주차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 단성면 상선암길 10,충청북도 단양군 단성면 가산리 776,한국자동차환경협회,1661-9408,36.87322111,128.2929007,2020-04-03,4480000,충청북도 단양군
단성면사무소,외부자차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 단성면 충혼로 16,충청북도 단양군 단성면 상방리 143-1,한국자동차환경협회,1661-9408,36.93679121,128.3236108,2020-04-03,4480000,충청북도 단양군
대강면사무소,외부주차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 대강면 대강로 74,충청북도 단양군 대강면 장림리 149-1,한국자동차환경협회,1661-9408,36.9224764,128.3523436,2020-04-03,4480000,충청북도 단양군
가곡면사무소,외부자차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 가곡면 남한강로 550,충청북도 단양군 가곡면 사평리 436-1,한국자동차환경협회,1661-9408,37.02861184,128.3855092,2020-04-03,4480000,충청북도 단양군
영춘면사무소,외부주차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 영춘면 온달평강3로 9,충청북도 단양군 영춘면 상리 395-5,한국자동차환경협회,1661-9408,37.07849512,128.4878202,2020-04-03,4480000,충청북도 단양군
어상천면사무소,외부자차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 어상천면 어상천로 928,충청북도 단양군 어상천면 임현리 446,한국자동차환경협회,1661-9408,37.10229117,128.3588005,2020-04-03,4480000,충청북도 단양군
적성면사무소,외부주차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 적성면 금수산로 957,충청북도 단양군 적성면 하리 357-2,한국자동차환경협회,1661-9408,36.96057097,128.2931996,2020-04-03,4480000,충청북도 단양군
매포읍사무소,외부자차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 매포읍 평동14길 12,충청북도 단양군 매포읍 평동리 277-2,한국전력,1899-2100,37.0323209,128.3034106,2020-04-03,4480000,충청북도 단양군
단양보건소,외부주차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 단양읍 삼봉로 53,충청북도 단양군 단양읍 상진리 84,한국전력,1899-2100,36.98163924,128.3502769,2020-04-03,4480000,충청북도 단양군
도담삼봉,외부자차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 매포읍 삼봉로 644-13,충청북도 단양군 매포읍 하괴리 84-1,한국전력,1899-2100,37.0007407,128.341835,2020-04-03,4480000,충청북도 단양군
대명단양리조트,외부주차장,충청북도,연중무휴,00:00,23:59,Y,N,1,2,0,N,충청북도 단양군 단양읍 삼봉로 187-17,충청북도 단양군 단양읍 상진리 4-1,포스코ICT,,36.97745496,128.3619453,2020-04-03,4480000,충청북도 단양군
온달관광지,외부자차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,2,N,충청북도 단양군 영춘면 온달로 23,충청북도 단양군 영춘면 하리 147,한국자동차환경협회,1661-9408,37.06295564,128.4929221,2020-04-03,4480000,충청북도 단양군
두원현대서비스,경기도 파주시 조리읍 통일로 477-14,경기도,매주 일요일,09:00,18:00,Y,N,AC완속,1,0,N,경기도 파주시 조리읍 통일로 477-14,경기도 파주시 조리읍 등원리 409-13번지,현대자동차,031-948-2121,37.755556,126.801106,2019-03-18,4060000,경기도 파주시
홈플러스 파주문산점,"경기도 파주시 문산읍 방촌로 1759 , 옥상주차장 차량정비소 옆(당동리 880)",경기도,"매월2, 4주 수요일",10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,"경기도 파주시 문산읍 방촌로 1759 , 옥상주차장 차량정비소 옆(당동리 880)",경기도 파주시 문산읍 당동리 880번지 옥상주차장 차량정비소 옆,한국자동차환경협회,1661-9408,37.869915,126.785434,2019-03-18,4060000,경기도 파주시
롯데슈퍼 운정점,경기도 파주시 미래로602번길 10 3F(파주시 와동동 1304-1),경기도,"매월2, 4주 수요일",00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 파주시 미래로602번길 10 3F(파주시 와동동 1304-1),경기도 파주시 와동동 1304-1번지 3F,한국전기차충전서비스,,37.731047,126.752324,2019-03-18,4060000,경기도 파주시
파주시청광장 주차장,경기도 파주시 시청로 50  파주시청 주차빌딩 잎구 앞,경기도,없음,00:00,23:59,N,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 파주시 시청로 50  파주시청 주차빌딩 잎구 앞,경기도 파주시 아동동 215-1번지 파주시청 주차빌딩 잎구 앞,환경부(한국자동차환경협회),,37.759473,126.779889,2019-03-18,4060000,경기도 파주시
파주시 이마트(파주점),경기도 파주시 당하길 10  본관3층 A구역,경기도,"매월2, 4주 수요일",00:00,23:59,Y,N,AC완속,1,0,N,경기도 파주시 당하길 10  본관3층 A구역,경기도 파주시 당하동 195-5번지 본관3층 A구역,포스코ICT,,37.746963,126.751036,2019-03-18,4060000,경기도 파주시
파주시 이마트(파주운정점),경기도 파주시 한울로 123  본관4층 A구역,경기도,"매월2, 4주 수요일",10:00,23:00,Y,N,AC완속,2,0,N,경기도 파주시 한울로 123  본관4층 A구역,경기도 파주시 동패동 1763번지 본관4층 A구역,포스코ICT,,37.710391,126.745083,2019-03-18,4060000,경기도 파주시
파주시 파주신세계아울렛,경기도 파주시 탄현면 필승로 200  B동 주차장 1층 주차램프,경기도,"설날, 추석 당일",10:00,22:00,Y,N,AC완속,3,0,N,경기도 파주시 탄현면 필승로 200  B동 주차장 1층 주차램프,경기도 파주시 탄현면 법흥리 1790-8번지 B동 주차장 1층 주차램프,포스코ICT,,37.769059,126.696479,2019-03-18,4060000,경기도 파주시
파주시 홈플러스(파주운정점),경기도 파주시 청암로17번길 17 주차장 B2층,경기도,"매월2, 4주 수요일",10:00,23:59,Y,N,AC완속,6,0,N,경기도 파주시 청암로17번길 17 주차장 B2층,경기도 파주시 목동동 927번지 주차장 B2층,포스코ICT,,37.729288,126.735201,2019-03-18,4060000,경기도 파주시
덕정노외공영주차장,회천1동주민센터 뒷편,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 덕정길 67,경기도 양주시 덕정동 140-1,한국전력,031-849-1344,37.84417261,127.0661365,2020-04-02,5590000,경기도 양주시
가납공영주차장,주차장 입구 쪽,경기도,없음,00:00,23:59,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경기도 양주시 광적면 삼일로 20,경기도 양주시 광적면 가납리 709-38,한국전력,031-849-1344,37.82076504,126.9873534,2020-04-02,5590000,경기도 양주시
양주시청,보건소 주차장 및 잔디밭,경기도,없음,00:00,23:59,Y,Y,"DC차데모, AC3상, DC콤보",2,2,Y,경기도 양주시 부흥로 1533,경기도 양주시 남방동 1-1,한국전력,,37.78556923,127.0466536,2020-04-02,5590000,경기도 양주시
경기광주 중앙스포츠(중앙골프연습장),지상1층 골프연습장주차장,경기도,별도확인,09:00,18:00,Y,N,AC완속,1,0,N,경기도 광주시 오포읍 대명대길 18-25,경기도 광주시 오포읍 능평리 359-7,에버온,1661-7766,37.356061,127.1682934894,2020-10-06,5540000,경기도 광주시
숭실대학교,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",서울특별시 동작구 상도동 511,,,37.4964296,126.9551598,2020-04-01,3190000,서울특별시 동작구
숭실대학교,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",서울특별시 동작구 상도동 511,,,37.4964296,126.9551598,2020-04-01,3190000,서울특별시 동작구
남부수도사업소,"서울특별시 동작구 여의대방로10길 97 (신대방동, 남부수도사업소)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 여의대방로10길 97 (신대방동),서울특별시 동작구 신대방동 470-11,,,37.49241456,126.9153994,2020-04-01,3190000,서울특별시 동작구
남부수도사업소,"서울특별시 동작구 여의대방로10길 97 (신대방동, 남부수도사업소)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 여의대방로10길 97 (신대방동),서울특별시 동작구 신대방동 470-11,,,37.49241456,126.9153994,2020-04-01,3190000,서울특별시 동작구
남부수도사업소,"서울특별시 동작구 여의대방로10길 97 (신대방동, 남부수도사업소)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 여의대방로10길 97 (신대방동),서울특별시 동작구 신대방동 470-11,,,37.49241456,126.9153994,2020-04-01,3190000,서울특별시 동작구
남부수도사업소,"서울특별시 동작구 여의대방로10길 97 (신대방동, 남부수도사업소)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 여의대방로10길 97 (신대방동),서울특별시 동작구 신대방동 470-11,,,37.49241456,126.9153994,2020-04-01,3190000,서울특별시 동작구
사당4동주민센터,"서울특별시 동작구 사당로16아길 6 (사당동, 사당4동주민센터)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,N,서울특별시 동작구 사당로16아길 6 (사당동),서울특별시 동작구 사당동 300-8,,,37.48097701,126.9716353,2020-04-01,3190000,서울특별시 동작구
사당5동주민센터,"서울특별시 동작구 사당로2가길 219 (사당동, 사당5동주민센터)",서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,N,서울특별시 동작구 사당로2가길 219 (사당동),서울특별시 동작구 사당동 228-11,,,37.48566105,126.9669796,2020-04-01,3190000,서울특별시 동작구
중앙대학교102관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교102관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교102관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교102관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교303관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교303관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교303관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교303관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교305관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교305관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교305관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교305관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교309관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교309관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교102관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교102관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교310관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교310관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
중앙대학교102관,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교102관,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 흑석로 84 (흑석동) 중앙대학교,서울특별시 동작구 흑석동 221,,,37.50472555,126.9538339,2020-04-01,3190000,서울특별시 동작구
서울시 동작구 보건소,서울특별시 동작구 장승배기로10길 42 정문 좌측 구급차 주차장 옆,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 동작구 장승배기로10길 42,서울특별시 동작구 상도동 176-3,,,37.50444598,126.9410904,2020-04-01,3190000,서울특별시 동작구
단양군청,외부주차장,충청북도,연중무휴,00:00,23:59,Y,N,,1,0,N,충청북도 단양군 단양읍 중앙1로 10,충청북도 단양군 단양읍 별곡리 300,충청북도 단양군청,043-420-2652,36.98455537,128.3662994,2020-04-03,4480000,충청북도 단양군
단양관광안내소,외부주차장,충청북도,연중무휴,00:00,23:59,N,Y,1,0,1,N,충청북도 단양군 단양읍 다리안로 43,충청북도 단양군 단양읍 고수리 136-1,한국자동차환경협회,1661-9408,36.9864687,128.3759123,2020-04-03,4480000,충청북도 단양군
